Day,Compound Sentiment
2021-12-03,-0.28475
2021-12-02,0.45682
2021-12-01,0.6314666666666667
2021-11-30,-0.00477142857142857
2021-11-29,0.5743499999999999
2021-11-28,0.46181111111111117
2021-11-27,0.5918625000000001
2021-11-26,-0.08516000000000001
2021-11-25,0.37139999999999995
2021-11-24,0.10509999999999997
2021-11-23,0.6918833333333333
2021-11-22,0.2940545454545454
2021-11-21,0.2313555555555556
2021-11-20,0.10075
2021-11-19,0.403625
2021-11-18,0.23428333333333337
2021-11-17,0.57585
2021-11-16,0.6239615384615385
2021-11-15,0.5171125
2021-11-14,0.10191818181818181
2021-11-13,-0.04530000000000001
2021-11-12,0.24281666666666668
2021-11-11,0.5263833333333334
2021-11-10,-0.3802
2021-11-09,0.13683333333333333
2021-11-08,0.37750909090909096
2021-11-07,0.1414
2021-11-06,0.7225857142857144
2021-11-05,0.20583999999999997
2021-11-04,0.22905
2021-11-03,0.10974000000000002
2021-11-02,0.3970466666666667
2021-11-01,0.5235500000000001
2021-10-31,0.6486
2021-10-30,0.36955
2021-10-29,0.67445
2021-10-28,0.5318499999999999
2021-10-27,0.049437499999999995
2021-10-26,0.05764761904761905
2021-10-25,0.09268333333333334
2021-10-24,0.29174285714285714
2021-10-23,0.27166666666666667
2021-10-22,0.5202600000000001
2021-10-21,0.5087733333333334
2021-10-20,0.805825
2021-10-19,0.30804
2021-10-18,0.3566777777777778
2021-10-17,0.2870285714285714
2021-10-16,0.8465
2021-10-15,0.5416
2021-10-14,0.6043285714285714
2021-10-13,0.25978333333333337
2021-10-12,0.5008199999999999
2021-10-11,0.5908249999999999
2021-10-10,0.20703
2021-10-09,0.4719
2021-10-08,0.2699
2021-10-07,0.3870166666666666
2021-10-06,0
2021-10-05,0.9401
2021-10-04,0.80825
2021-10-03,0
2021-10-02,-0.22449999999999998
2021-10-01,0.6496500000000001
2021-09-30,0.38421666666666665
